"RunID","outcome_all_blocks_alive_OUD_counts_cycle52","outcome_all_blocks_alive_OUD_counts_cycle104","outcome_all_blocks_alive_OUD_counts_cycle156","outcome_all_blocks_male_alive_OUD_counts_cycle52","outcome_all_blocks_male_alive_OUD_counts_cycle104","outcome_all_blocks_male_alive_OUD_counts_cycle156","outcome_all_blocks_accumulated_fatal_od_cycle52","outcome_all_blocks_accumulated_fatal_od_cycle104","outcome_all_blocks_accumulated_fatal_od_cycle156","outcome_Detox_accumulated_admissions_cycle52","outcome_Detox_accumulated_admissions_cycle104","outcome_Detox_accumulated_admissions_cycle156","outcome_alive_OUD_counts_Male_10_25_cycle52","outcome_alive_OUD_counts_Male_10_25_cycle104","outcome_alive_OUD_counts_Male_10_25_cycle156","outcome_alive_OUD_counts_Female_10_25_cycle52","outcome_alive_OUD_counts_Female_10_25_cycle104","outcome_alive_OUD_counts_Female_10_25_cycle156","outcome_alive_OUD_counts_Male_25_45_cycle52","outcome_alive_OUD_counts_Male_25_45_cycle104","outcome_alive_OUD_counts_Male_25_45_cycle156","outcome_alive_OUD_counts_Female_25_45_cycle52","outcome_alive_OUD_counts_Female_25_45_cycle104","outcome_alive_OUD_counts_Female_25_45_cycle156","outcome_alive_OUD_counts_Male_45_100_cycle52","outcome_alive_OUD_counts_Male_45_100_cycle104","outcome_alive_OUD_counts_Male_45_100_cycle156","outcome_alive_OUD_counts_Female_45_100_cycle52","outcome_alive_OUD_counts_Female_45_100_cycle104","outcome_alive_OUD_counts_Female_45_100_cycle156","outcome_Total_OUD_Male_10_25_cycle52","outcome_Total_OUD_Male_10_25_cycle104","outcome_Total_OUD_Male_10_25_cycle156","outcome_Total_OUD_Female_10_25_cycle52","outcome_Total_OUD_Female_10_25_cycle104","outcome_Total_OUD_Female_10_25_cycle156","outcome_Total_OUD_Male_25_45_cycle52","outcome_Total_OUD_Male_25_45_cycle104","outcome_Total_OUD_Male_25_45_cycle156","outcome_Total_OUD_Female_25_45_cycle52","outcome_Total_OUD_Female_25_45_cycle104","outcome_Total_OUD_Female_25_45_cycle156","outcome_Total_OUD_Male_45_100_cycle52","outcome_Total_OUD_Male_45_100_cycle104","outcome_Total_OUD_Male_45_100_cycle156","outcome_Total_OUD_Female_45_100_cycle52","outcome_Total_OUD_Female_45_100_cycle104","outcome_Total_OUD_Female_45_100_cycle156","outcome_Total_BgMort_cycle52","outcome_Total_BgMort_cycle104","outcome_Total_BgMort_cycle156","outcome_Total_OUD_cycle52","outcome_Total_OUD_cycle104","outcome_Total_OUD_cycle156"
1240720,220936.7258,222879.9316,269748.1721,131108.4595,133288.7852,165367.9805,964.8861,1253.9221,1536.332,42248.3429,38346.6074,35648.3842,15791.3048,19008.7436,27226.5313,8635.4963,10034.0194,12308.589,57061.31,58349.5288,69924.2275,36124.538,36502.7036,41780.2919,58255.8446,55930.5128,68217.2216,45068.232,43054.4234,50291.3108,15894.2025288869,19150.9938092128,27366.0951121395,8692.56792690441,10111.1151800457,12384.4085449013,57602.9794153779,59056.3466888373,70693.5757197459,36393.1353696109,36787.9763191963,42143.7701183962,61140.159483142,58532.8676273387,71323.0370631667,47586.6901143946,45168.9675855476,52610.109716414,5408.12304952156,4674.41352032666,5236.49222147176,227309.734838317,228808.267210178,276520.996274764
1259180,226568.3261,233854.4054,266535.2577,135173.5349,141174.7568,163710.5712,925.9337,1194.4917,1458.9749,36844.7697,44852.27,38548.8511,18345.0923,23829.2618,25243.015,9723.7135,12120.5603,11804.6194,58497.9653,61163.2354,70267.5878,36578.4054,37422.1463,40698.5104,58330.4773,56182.2596,68199.9684,45092.6723,43136.942,50321.5567,18452.9239052336,23988.1895380675,25387.3458682422,9780.48844879352,12202.2346537027,11880.6882862542,59025.0536009809,61848.9259848432,71023.1216676963,36836.9243977503,37692.7486645931,41043.0461568374,61218.6847334276,58795.7783200217,71320.5816676531,47617.42545668,45261.87275475,52654.0869257713,5437.24078048994,4740.85285794694,5314.63795670481,232931.500542866,239789.749915978,273308.870572454
1261270,217892.5372,221432.6859,266465.5061,128913.9904,132237.5077,163083.6098,977.6352,1225.2604,1561.8579,42063.4059,42376.0631,41756.761,14416.098,18315.8845,26407.7016,8049.5112,9747.4911,11925.4312,56289.0427,57981.4593,68519.5321,35881.6516,36394.2934,41182.143,58208.8496,55940.1638,68156.3762,45047.384,43053.3937,50274.3221,14515.9473291536,18449.4733145313,26545.5300323065,8106.55960584878,9821.02182033692,12000.6579253798,56836.9792678837,58684.1250308359,69309.3608468094,36154.0883809921,36678.1226813449,41556.4197685363,61097.8618663374,58541.4211216224,71269.6243788777,47570.134493757,45168.3190713043,52597.6513503378,5411.39866377438,4684.53687144412,5251.88016308345,224281.570943973,227342.483039976,273279.244302248
1266592,224295.1351,227088.5049,266423.6387,133521.5795,136298.1174,163300.5732,906.3807,1273.5121,1533.6803,40616.4884,41524.6667,35140.2253,17290.2458,20864.0608,25803.7488,9273.339,10828.1034,11887.8187,57909.1781,59394.6887,69323.8618,36395.6086,36846.1955,40910.3363,58322.1557,56039.3679,68172.9627,45104.6081,43116.0886,50324.9105,17394.5311527718,21019.6679627302,25946.0356784167,9330.47967836801,10911.3494653918,11964.867394426,58436.8250514546,60123.7681218486,70112.6317058892,36653.3549771229,37132.0580264013,41271.1261388712,61186.2034617932,58629.6649253299,71259.5006446587,47604.7120804912,45216.4295678577,52626.5302653572,5404.59039014984,4670.92103173061,5223.37276519895,230606.106402002,233032.938069559,273180.691827619
1270894,222711.5524,226818.9151,269268.7258,132385.0521,136107.9615,165210.6386,935.3101,1243.0044,1566.3968,39188.927,38063.0437,41500.4371,16586.8287,20722.2737,26726.0863,8973.3972,10774.6224,12198.2237,57509.82,59340.5181,70222.5358,36268.1638,36831.908,41520.1834,58288.4033,56045.1696,68262.0165,45084.9393,43104.4232,50339.6801,16691.1198008558,20871.4072169942,26871.49663311,9031.40223910534,10855.2395121319,12278.1743492107,58045.8863766649,60054.0708446114,71019.0355620657,36531.3540843039,37114.2401466611,41888.7354391765,61164.6162428603,58641.688098317,71369.1941974838,47596.2627230648,45213.4063208904,52657.3571126216,5413.77902561105,4688.13275473389,5248.87073472392,229060.641466855,232750.052139606,276083.993293668
1271473,222031.7267,230167.7387,268371.6578,131893.2364,138492.5204,164734.2269,924.9389,1167.2688,1430.6628,38863.7513,44651.062,39545.2281,16274.345,22103.5975,26130.546,8841.3629,11387.9728,12002.1357,57340.1434,60203.8318,70244.6366,36216.3758,37126.5307,41218.8669,58278.748,56185.091,68359.0443,45080.7516,43160.7147,50416.4283,16377.3673444255,22250.4215209994,26269.9037894681,8898.00064535673,11466.1329836932,12077.0313303753,57871.5105146095,60888.8325423764,70998.8178940636,36476.9363357638,37396.4723625623,41562.5946822867,61154.9875018326,58771.5048646757,71439.8442016608,47592.4938499632,45259.9359267771,52719.0366833048,5414.63056323585,4698.29285349715,5264.9080217245,228371.296191951,236033.300201084,275067.228581159
1277943,216150.358,225335.4988,266799.2836,127654.4685,135021.2071,163462.5692,935.6928,1253.1849,1456.7623,40682.1912,38662.2308,40321.5962,13613.99,19938.4504,26175.9295,7709.4375,10471.3615,11848.4031,55857.2967,58996.7253,69035.5796,35750.5061,36745.3559,41148.9091,58183.1819,56086.0314,68251.06,45035.9458,43097.5743,50339.4022,13707.8344179825,20080.0992717183,26314.1652887718,7762.96511426126,10549.4364618485,11923.149631016,56387.8500664065,59696.9751338821,69773.094820823,36013.9279193325,37027.369657269,41493.9676011211,61073.0615917177,58716.3441463277,71377.6532240291,47560.4274249998,45229.8230932567,52668.4644116355,5420.01574038358,4711.36401858526,5294.44917823216,222506.0665347,231300.047764302,273550.494977397
1281421,219328.2751,226189.1763,269946.4048,129940.351,135628.5924,165599.034,929.9222,1245.5456,1611.8907,36957.995,38811.7525,41947.8486,15046.2487,20361.4046,27041.6168,8318.2072,10637.031,12240.9768,56650.6958,59170.2893,70213.7985,36001.1127,36797.0205,41711.5487,58243.4065,56096.8986,68343.6187,45068.6042,43126.5324,50394.8452,15146.7164192137,20506.9176213123,27189.672161291,8374.75090184529,10716.6035859076,12322.4574346394,57187.5452403457,59893.3276675652,71043.5816734996,36263.4901626699,37079.431698683,42088.141063469,61117.2197030477,58693.6657309363,71463.101671526,47577.7112835254,45232.3347811735,52711.7886476378,5409.23640936222,4687.55910877661,5260.44726309838,225667.433710648,232122.281085578,276818.742652063
1294843,221441.5747,229413.6158,270278.5079,131467.5381,137950.0233,165978.0094,943.6509,1217.5425,1503.7287,38660.2032,38280.7035,40739.69,16008.5997,21774.5879,26788.837,8727.4882,11245.0635,12226.8322,57187.967,60006.0392,70787.8993,36167.3259,37059.7433,41637.5922,58270.9714,56169.3961,68401.2731,45079.2225,43158.7857,50436.0741,16112.3512525599,21926.8688105494,26938.4481411865,8785.32068203915,11326.8685440206,12307.6679676401,57724.2211509914,60702.3291653252,71555.6922660272,36430.9715599824,37336.007235056,41990.6893312068,61146.854372544,58758.9615847357,71490.98547633,47589.3105207852,45256.6736102443,52735.7368590486,5403.80392156784,4676.55074650467,5236.98344622842,227789.029538902,235307.708949931,277019.220041439
1298877,215726.6906,219947.2949,269769.9447,127346.6235,131161.0717,165224.9272,923.8446,1251.9451,1475.7996,38385.7471,39509.5588,37949.3457,13417.2813,17627.1416,27546.5463,7625.9136,9459.2297,12292.1384,55746.0273,57607.3322,69374.6707,35716.1075,36285.5843,41928.1112,58183.3149,55926.598,68303.7102,45038.0459,43041.4091,50324.768,13509.9014834634,17760.3703871601,27682.8591285088,7678.80784537426,9533.45450012764,12365.8520127619,56277.8438683401,58325.0226871287,70150.0350517364,35979.598092125,36573.7379299673,42292.3417905897,61066.9871657179,58541.423821696,71400.4509487125,47558.0498148393,45168.2673720589,52642.3086571469,5420.65321898312,4703.03670618983,5288.10314808239,222071.18826986,225902.276698139,276533.847589456
1303974,214616.2523,224211.4062,267011.1336,126536.649,134177.4747,163496.9833,914.9436,1213.4822,1504.5672,37803.2204,38452.8132,39103.4954,12903.9016,19386.1844,26346.4459,7407.2609,10238.9016,11865.678,55457.8068,58672.3987,68810.667,35630.3613,36660.5868,41229.7447,58174.9407,56118.8917,68339.8704,45041.9811,43134.4431,50418.7276,12996.4251578723,19522.1493267106,26488.6391907306,7460.48727941833,10314.0809035586,11943.0628832026,55992.4664588401,59387.8274528877,69609.2082210393,35890.5399255273,36937.2674920874,41586.4096498408,61051.2289791207,58720.6477029939,71442.4829419466,47551.8820339369,45240.4199707721,52724.1946208018,5411.83385017237,4697.50435680535,5278.29666745487,220943.029834716,230122.39284901,273793.997507562
1305893,211954.0448,212718.6086,269132.5716,124617.3947,125949.0201,164437.5508,918.4801,1181.8818,1497.5359,41651.5549,39178.0916,34503.756,11691.4178,14391.8351,27974.8747,6891.1772,8061.0015,12291.916,54786.3659,55771.1898,68211.0633,35417.9148,35698.467,42093.8098,58139.611,55785.9951,68251.6128,45027.5581,43010.12,50309.2951,11779.0166750029,14505.2665098657,28104.3237080458,6942.86795569668,8127.05602553367,12363.8965666728,55315.8609171026,56457.2740292991,68972.8238398824,35679.3904124513,35973.5658081803,42451.0065941179,61013.8676666081,58371.6265368971,71337.3151687902,47537.2584525994,45111.9274411042,52609.4102483206,5395.73721699285,4646.22602447279,5208.6685299925,218268.262079461,218546.71635088,275838.77612583
1310490,223334.3264,224583.2255,268428.7684,132844.4505,134534.8303,164586.8659,973.3313,1264.3683,1547.8297,39789.514,43784.605,40756.5735,16891.4091,19826.6643,26684.6694,9102.9902,10377.5213,12173.6651,57673.576,58795.8425,69796.731,36315.6743,36639.6005,41443.073,58279.4654,55912.3235,68105.4655,45071.2113,43031.2735,50225.1644,16998.49894711,19974.6730915444,26824.7224858236,9162.09418285916,10457.1995870672,12249.9642771219,58216.7200950777,59504.467227547,70567.9863144447,36584.6664324806,36924.5269325317,41807.3855957563,61174.0495408012,58533.6956811875,71239.5462519026,47599.9548983837,45163.6587341994,52564.4535510654,5428.32650577887,4710.62739238127,5277.46036342551,229735.984096712,230558.221254077,275254.058476115
1311191,218188.792,225676.8627,270056.4663,129129.3172,135289.3195,165702.0007,934.3978,1234.0799,1500.2144,37243.457,43947.8569,40248.935,14545.109,20147.4746,27134.4021,8106.192,10552.002,12252.0707,56378.4441,59099.743,70290.5657,35913.3164,36767.8681,41796.589,58205.7641,56042.1018,68277.0329,45039.9663,43067.6732,50305.806,14641.4574352558,20289.991665214,27278.1325978408,8159.92417117198,10629.4187932484,12329.641256558,56906.7345684011,59789.8466913358,71041.7562641311,36175.8571382118,37047.7592100077,42152.0937650309,61101.7136966209,58679.4580311381,71430.9014011376,47571.6421052645,45212.218663334,52660.9019534684,5434.13940967344,4737.75041394322,5336.74641518253,224557.329114926,231648.693054278,276893.427238167
1314964,220768.7039,222545.1574,266581.3703,130989.9118,133050.4518,163220.8256,981.3942,1250.8194,1538.9127,41769.6124,41618.1618,39242.3433,15721.4669,18862.0862,26298.1726,8606.2934,9970.8676,11951.6655,57022.7051,58278.1172,68818.9392,36112.8702,36483.4897,41160.4972,58245.7397,55910.2485,68103.7138,45059.6285,43040.3482,50248.382,15826.3807011749,19011.3928447633,26444.846258766,8663.73140751405,10051.2713819245,12031.8936890499,57565.2857390068,58976.3154088855,69588.7522193735,36381.3722529226,36762.5323139137,41517.7251224434,61138.0780492726,58517.010453266,71214.4918849106,47585.8754550462,45158.2722701798,52567.2003235062,5410.62561645466,4680.81784308385,5244.62646239406,227160.723604937,228476.794672933,273364.90949805
1315261,224973.7899,231497.8334,269285.3543,134015.8222,139453.5495,165407.2065,964.0132,1167.5757,1460.9895,36907.8908,38733.8683,41978.034,17616.299,22738.605,26249.1777,9410.5509,11646.2437,12117.3276,58076.5357,60524.5771,70778.7813,36445.6411,37221.037,41320.0814,58322.9874,56190.3674,68379.2475,45101.7758,43177.0032,50440.7388,17729.5067803061,22894.7832986594,26397.8782741585,9472.90501968617,11728.9293767169,12197.9047903553,58622.9962433925,61210.9834495073,71547.3678739636,36711.4538017531,37487.984160818,41664.3340117598,61196.4836004584,58758.2242464484,71441.6219691027,47608.735836454,45260.0438040967,52726.245711275,5404.27822231377,4675.53927769488,5229.00884911559,231342.08128205,237340.948336247,275975.352630615
1324189,214509.5481,220230.3197,268425.4863,126471.7663,131361.4576,164331.7189,957.032,1265.8909,1567.6896,40455.83,37665.1364,38652.5079,12875.8732,17730.4683,27158.1963,7394.0893,9509.2779,12123.2651,55437.491,57689.2882,68959.7644,35617.3058,36315.8105,41678.6472,58158.4021,55941.7011,68213.7582,45026.3867,43043.7738,50291.8551,12969.7603237294,17864.9621590349,27301.9538033265,7449.14997690651,9585.36157828215,12202.7635797373,55977.6468715797,58400.0912007225,69741.1833217772,35885.9150340557,36602.5018805626,42046.7021766215,61050.4106905792,58569.7768595824,71360.2904202295,47551.5616215818,45175.9775906577,52631.8837031572,5417.86443514565,4702.4605710884,5291.60113370521,220884.444518432,226198.671268842,275284.777004849
1326280,217854.7397,226574.3289,269249.9748,128886.6245,135916.1347,165169.4126,972.804,1260.8688,1424.1961,36141.4402,43826.9192,40406.9289,14397.868,20513.6416,26772.461,8043.4059,10715.0274,12122.1823,56283.227,59295.4784,70029.8066,35880.6131,36832.0594,41565.6779,58205.5295,56107.0146,68367.145,45044.0962,43111.1075,50392.7019,14495.7219795269,20659.4514106153,26911.6899445046,8097.96016628532,10793.5743564515,12195.944532938,56825.7385715517,60001.4547405984,70765.8438638057,36150.5806099433,37117.0888564814,41911.5644924304,61097.2412438096,58721.82754541,71453.8938006092,47569.8915148865,45231.8411200783,52697.7816709036,5409.59037689957,4690.04035280422,5262.54747628342,224237.134086003,232525.238029635,275936.718305191
1352265,208502.8604,211478.1339,269809.153,122135.8928,125062.5911,164847.6489,962.9072,1237.0614,1449.1379,41425.6391,40432.3152,40957.2052,10147.7789,13823.7299,28340.69,6234.2823,7831.5521,12348.4626,53916.0654,55473.1521,68234.8241,35141.4462,35606.6778,42318.9703,58072.0485,55765.709,68272.1348,44991.2392,42977.3129,50294.0712,10231.9075852372,13936.0417625548,28471.4215690629,6285.0661662663,7898.13642540499,12420.8494466781,54456.0158584608,56165.5961340151,68962.244088698,35411.0571788669,35889.5149883898,42668.2208594674,60966.3881201981,58384.4094151495,71369.4408471046,47518.6746216277,45104.8249115658,52604.9606841648,5403.3418226827,4663.32840041906,5238.84654807182,214869.109530657,217378.52363708,276497.137495176
1353038,228401.243,232242.0856,270123.0975,136491.3137,140016.3965,166032.4861,962.9108,1377.7065,1574.868,36373.9734,43680.8026,36623.5286,19175.8908,23218.7519,26463.9398,10076.6214,11838.0361,12275.9102,58947.2173,60685.9903,71290.7654,36717.2757,37254.3226,41446.9153,58368.2057,56111.6543,68277.7809,45116.0321,43133.3304,50367.7859,19289.9341589356,23398.2874436929,26617.7364077234,10136.3694834111,11931.1525886717,12358.395879157,59490.2430957336,61454.5435437624,72106.5404629282,36982.0969277251,37551.0729616485,41812.336837517,61244.3718736609,58716.3632022839,71360.163514681,47627.4797137914,45242.6347756972,52663.3648483348,5406.34146220518,4674.26245004865,5220.57244515657,234770.495253258,238294.054515757,276918.537950341
1362763,211481.8648,217522.2053,267143.4405,124287.1769,129400.016,163320.3829,988.7167,1271.008,1570.6364,42394.777,39488.9689,39019.6596,11509.5436,16500.6376,27038.3962,6812.8024,8986.6546,11987.7468,54666.913,56989.7951,68090.1876,35376.5494,36102.9915,41542.391,58110.7203,55909.5833,68191.7991,45005.336,43032.5432,50292.9198,11602.8807318197,16630.5029126346,27179.5533342906,6867.97830478274,9061.99385842309,12066.2811189694,55217.9688580641,57707.8199489292,68876.6850143754,35648.8410644605,36387.785956316,41906.4313750787,61008.4621670629,58532.9688031502,71329.6119002718,47535.1426906901,45158.880882488,52622.6121335095,5410.6923897059,4686.73906587234,5267.09797564383,217881.27381688,223479.952361941,273981.174876495
1369532,221726.3783,224294.5696,267179.4564,131675.1011,134297.415,163692.4134,944.7475,1247.7958,1605.8431,38215.8821,44124.1364,38559.5645,16139.5873,19615.3687,26329.1524,8783.2056,10294.1498,12001.3396,57260.8626,58699.9958,69190.6276,36189.6588,36622.3668,41187.1883,58274.6513,55982.0505,68172.6333,45078.4129,43080.638,50298.5152,16244.0035182081,19762.6575973001,26473.9745832208,8841.29690095361,10374.504973604,12081.2083249416,57797.390207297,59412.2992975495,69999.0451019482,36453.8054650032,36905.1069633361,41563.0985650849,61150.8946573251,58573.3914314374,71280.091347383,47590.8919542991,45187.0455160441,52613.4081297519,5407.15675208132,4672.64034838243,5225.52657035164,228078.282703086,230215.005779271,274010.82605233
1383664,210153.9042,219887.6834,266059.636,123323.8818,131074.4995,162671.7849,961.0947,1271.3396,1571.8848,42824.5791,39056.6812,36800.7475,10891.2489,17449.4197,26496.7616,6550.4008,9412.8549,11785.0265,54328.9907,57580.6777,67892.1112,35271.5268,36304.6114,41228.2758,58103.6423,56044.4021,68282.9121,45008.0948,43095.7176,50374.5489,10978.3656399692,17577.2582066632,26636.1975641058,6602.44613525675,9486.98250038352,11862.4229011521,54870.878784132,58299.249171328,68678.5438081655,35540.5241448128,36591.8139552377,41595.2771913464,60989.2962916591,58654.9365038789,71399.6412569857,47527.641054755,45208.5654531012,52685.7910913276,5394.15300266292,4659.78277798633,5226.3529039235,216509.152050585,225818.805790593,272857.873813083
1391212,222106.2143,228417.9527,268428.6802,131943.2488,137240.9162,164697.0824,895.5971,1236.944,1423.3111,40219.01,41020.5475,38396.8965,16292.6634,21353.5944,26280.3424,8850.431,11059.2409,12040.4608,57361.9804,59759.0001,70066.3656,36224.5917,36975.7003,41283.0927,58288.6049,56128.3218,68350.3744,45087.9429,43142.0952,50408.0443,16392.4368630115,21507.5701178994,26420.9745295161,8904.40794331206,11140.8853809625,12114.7210303326,57879.885904931,60458.6748395793,70806.7756801508,36479.5500097963,37254.3800390444,41624.7491093319,61155.4498962131,58718.5995387365,71410.0491560845,47592.6749426752,45244.304527193,52695.7165289154,5402.59415423515,4669.51775351253,5220.99469556873,228404.405559939,234324.414443415,275072.986034331
1396634,212772.6343,217043.437,265958.3176,125218.3271,129068.3584,162524.4554,948.5729,1204.2159,1536.7153,38801.0777,44470.1493,41621.5746,12087.6231,16311.6262,26693.7643,7060.4847,8900.4258,11880.7903,54998.8923,56881.9185,67692.5337,35480.4483,36056.5916,41300.9943,58131.8116,55874.8137,68138.1575,45013.3743,43018.0612,50252.0776,12176.353371335,16432.4620613926,26827.7099572675,7111.80817461428,8968.79409546556,11954.4384777141,55536.6908658141,57578.9267196278,68477.5150668463,35748.305172081,36338.4242102718,41672.0077407559,61026.0615750159,58490.0647352622,71270.0509534265,47542.031287176,45143.6482511092,52587.0572589676,5420.04325076342,4704.6671356518,5293.74645777061,219141.250446036,222952.320073129,272788.779454978
1396818,217663.7919,223262.0478,267022.3778,128746.9548,133548.8599,163540.4611,911.9527,1168.5472,1453.2946,37886.5408,41451.7552,39761.2023,14300.9676,19083.2436,26411.8176,8001.6635,10087.7502,11942.8015,56245.1993,58489.5925,68971.4263,35874.4003,36575.4539,41275.8823,58200.7879,55976.0238,68157.2172,45040.7732,43049.9839,50263.2329,14395.6705997553,19215.8402508941,26547.9261228221,8055.42023844108,10160.3392670536,12016.838550035,56770.1325123428,59163.7288034957,69714.3202560469,36133.2274281708,36844.9409329077,41620.8448322524,61094.1707338747,58606.0431032883,71308.3161374439,47568.6897420934,45188.1388003699,52615.1211739124,5441.56676135013,4748.43609706191,5347.69465580127,224017.311254678,229179.031158009,273823.367072513
1401487,209547.084,213236.5497,266801.8529,122881.7244,126315.9495,162895.0254,877.5305,1212.2768,1448.9312,38067.7965,40095.4353,34503.7008,10593.7172,14573.1971,27268.5156,6425.7887,8156.6839,11987.5165,54188.0121,55923.9083,67438.1175,35232.8402,35761.0198,41643.8221,58099.9952,55818.8441,68188.3923,45006.7307,43002.8965,50275.4888,10672.2531314489,14685.4364547506,27393.1286087307,6472.29283670812,8222.92473445484,12056.4297943552,54700.7491075736,56617.7400935725,68177.7736701053,35487.4314670535,36040.832497576,41992.1961785485,60979.9019922155,58437.3771997326,71302.1287148404,47523.9639839337,45129.4152266154,52598.0310547508,5411.97787692376,4684.89966071507,5268.90399728032,215836.592518933,219133.726206702,273519.688021331
1413681,220897.1112,224183.5464,267676.8767,131078.5948,134222.0489,164034.9846,927.3748,1224.5166,1470.6152,40734.2112,42145.6881,38107.3723,15763.7294,19554.6713,26480.1846,8623.0017,10272.4901,12043.146,57055.3028,58688.1729,69354.2992,36125.1551,36619.5116,41304.8712,58259.5627,55979.2047,68200.5008,45070.3596,43069.4958,50293.8749,15864.4211450212,19695.7011534271,26614.2037757025,8679.90558369421,10349.9745135429,12116.267266139,57586.4277644405,59390.1702023963,70111.9878370099,36387.9701394269,36901.6020760055,41662.0265608315,61139.2455786365,58583.7732202035,71302.9636887595,47586.3323643904,45188.2542611209,52615.9534016364,5419.81647434489,4701.41246838196,5275.91067556815,227244.30257561,230109.475426696,274423.402530079
1459189,225512.7412,234275.8312,269251.6163,134406.6686,141453.6137,165517.3351,965.2863,1311.1315,1445.3967,38768.8905,42513.3861,39529.716,17862.1835,23982.9088,26013.4805,9516.6172,12190.9695,12075.4036,58214.2233,61213.5239,71078.0123,36486.7184,37440.5435,41194.4574,58330.2618,56257.181,68425.8423,45102.737,43190.7045,50464.4203,17974.5115632855,24156.7722009035,26162.74798054,9577.07639876755,12281.2819166298,12153.6639531456,58759.1638730323,61952.0500806759,71846.4910755807,36753.9478257878,37729.7117445332,41542.8989897028,61204.0025760352,58849.2817259464,71471.9139958472,47611.6787687569,45291.4714801742,52741.4689289862,5402.35351186032,4673.60645996698,5222.17185329457,231880.381005665,240260.569148863,275919.184923803
1461011,218894.9308,225869.8324,268364.9366,129635.6632,135412.863,164548.049,957.7322,1185.4389,1443.7946,40226.9742,44712.7931,41645.4217,14864.0493,20209.3524,26540.3529,8241.4388,10575.1952,12045.6317,56547.5078,59123.9997,69693.6033,35964.8,36773.9523,41405.4117,58224.1061,56079.511,68314.0928,45053.0288,43107.8219,50365.8442,14963.0598950984,20348.2925996998,26678.8096343154,8296.66348903996,10650.1893733453,12120.2064737346,57085.4733802294,59804.1385428819,70433.9912252152,36231.636363631,37047.7742957258,41752.2455956941,61111.5834460969,58676.3088313307,71404.351507087,47575.505267366,45217.4661379868,52676.3732267982,5411.25886243543,4688.89837925467,5257.24648990382,225263.921841462,231744.16978097,275065.977662845
1472579,221691.3046,228346.7296,267310.2676,131648.298,137198.0012,163955.1668,904.5803,1214.919,1488.9421,42007.3125,37951.8839,38664.5717,16118.2602,21342.5902,26008.4193,8774.7181,11054.2874,11927.4314,57260.2037,59758.5518,69730.1709,36193.4593,36981.9664,41100.3246,58269.8341,56096.8593,68216.5767,45074.8291,43112.4746,50327.3447,16219.2339089265,21493.2752640668,26152.3360055767,8830.76515372955,11135.4943218013,12005.6937723746,57783.6239094816,60451.9730612954,70490.1107798899,36449.5092929145,37254.8642428379,41446.6298715921,61150.1345292155,58713.030682843,71346.9654201991,47590.5943595444,45235.9913842899,52660.2596009525,5427.97637144412,4722.98023869285,5302.78571237804,228023.861153812,234284.628957134,274101.995450585
1472603,220391.9793,227210.7773,266685.5571,130706.822,136367.5832,163466.6579,901.7037,1205.0436,1462.6969,41997.9613,39189.5321,38948.5251,15520.59,20805.1919,25906.8854,8520.7043,10827.1681,11851.8919,56925.0777,59448.9907,69296.8392,36088.1859,36883.8072,41001.8213,58261.1543,56113.4006,68262.9334,45076.2671,43132.2188,50365.186,15619.1947947261,20947.7157235831,26041.5088733396,8575.63980624939,10904.3680792204,11924.6447201148,57450.1369686385,60147.7911306624,70055.7351354548,36345.437587831,37159.8811603316,41349.9665241473,61131.7197799797,58708.6472141597,71358.5755111107,47583.3866807457,45238.9918787928,52676.7898619886,5411.83260110287,4691.57425634715,5258.96649338022,226705.51561817,233107.39518675,273407.220626156
1490346,225788.4326,234283.5429,268867.8713,134600.3265,141456.8893,165266.1368,878.8274,1176.8552,1411.3128,36889.7471,37559.6798,34533.9888,17966.0419,23955.1403,25881.8903,9560.2476,12176.6386,12029.4106,58292.091,61243.4845,71008.1037,36517.1608,37457.5294,41138.4135,58342.1936,56258.2645,68376.1428,45110.6978,43192.4856,50433.9104,18070.0963341197,24106.564004771,26017.6680958735,9617.71736406768,12257.2443057018,12102.9062862203,58812.2874765631,61938.4305137491,71759.8187125868,36770.5262815241,37729.7305318691,41479.1793739064,61206.9360171024,58848.5099516555,71460.3522072835,47612.8269498103,45294.8128679072,52740.4456132192,5423.13029392461,4714.89405692642,5281.18621398464,232090.390423187,240175.292175654,275560.37028909
1490593,223798.0118,224668.9789,270486.6917,133172.6615,134577.3454,165942.1456,967.157,1197.7799,1487.648,39863.5815,37528.7508,36624.6434,17088.4101,19815.3592,27226.5526,9188.0508,10372.7667,12385.6795,57785.8738,58804.7957,70435.9169,36352.1823,36645.5016,41826.6029,58298.3776,55957.1904,68279.676,45085.1173,43073.3652,50332.2638,17196.3144656098,19962.5751295538,27369.4164141056,9246.20158593084,10450.4212784523,12462.2372317043,58326.6610280825,59492.598654871,71201.8036593491,36618.9758528235,36919.7441294202,42181.9005336645,61180.1203013155,58535.3664673434,71347.4175186667,47602.331120729,45171.2950923387,52626.6936055048,5405.43541283441,4665.24202434987,5215.12924860759,230170.604354491,230532.000751979,277189.468962995
